http://finance.sina.com.cn/stock/hyyj/20140227/011018343361.shtml,2014-02-27,券商“触网”豪赌前程雾里看花,negative
http://finance.sina.com.cn/chanjing/gsnews/20140227/014918344419.shtml,2014-02-27,联想控股旗下丰联集团裁员 成白酒业生存窘境缩影,positive
http://finance.sina.com.cn/china/20140227/160118355143.shtml,2014-02-27,人社部：去年我国社保基金总收入达3.5万亿,negative
http://finance.sina.com.cn/stock/hyyj/20140228/010018358127.shtml,2014-02-28,预期回暖+低估值 白酒股投资价值凸显,positive
http://finance.sina.com.cn/stock/jsy/20140228/103218365686.shtml,2014-02-28,快讯：酿酒行业大幅上涨 贵州茅台涨逾3%,positive
http://finance.sina.com.cn/stock/e/20140228/131118367025.shtml,2014-02-28,酿酒板块表现活跃 贵州茅台上涨,negative
http://finance.sina.com.cn/stock/t/20140303/010018379900.shtml,2014-03-03,国投瑞银瑞福深证100指数分级证券投资基金招募说明书摘要,negative
http://finance.sina.com.cn/stock/t/20140303/112618386104.shtml,2014-03-03,[传闻求证]五粮液并购红花郎？,positive
http://finance.sina.com.cn/china/20140304/060918394455.shtml,2014-03-04,富商周滨家族起底：二叔周元兴代理五粮液发迹,positive
http://finance.sina.com.cn/stock/hyyj/20140304/175918402438.shtml,2014-03-04,周三展望：重点布局十大板块优质股,negative
http://finance.sina.com.cn/consume/puguangtai/20140305/103118411163.shtml,2014-03-05,检测显示:酒鬼酒和红花郎酒塑化剂仍然严重超标,negative
http://finance.sina.com.cn/stock/gujiayidong/20140305/111618411863.shtml,2014-03-05,快讯：酿酒行业回暖上涨 沱牌舍得领涨,positive
http://finance.sina.com.cn/stock/e/20140305/133618412941.shtml,2014-03-05,快讯：酒类股快速拉升 沱牌舍得涨停,negative
http://finance.sina.com.cn/stock/gujiayidong/20140305/135218413062.shtml,2014-03-05,快讯：酿酒股午后大幅拉升 沱牌舍得涨停,negative
http://finance.sina.com.cn/chanjing/gsnews/20140306/025318418813.shtml,2014-03-06,五粮液董事长：去年最累最难 触底还要等两年,negative
http://finance.sina.com.cn/consume/puguangtai/20140306/035018419268.shtml,2014-03-06,酒鬼酒再陷塑化剂疑云:馥郁香型酒被指超标427%,negative
http://finance.sina.com.cn/stock/hyyj/20140306/065818421109.shtml,2014-03-06,防御价值显露 4.5亿资金涌入白酒板块,negative
http://finance.sina.com.cn/chanjing/gsnews/20140306/101018424180.shtml,2014-03-06,五粮液集团董事长唐桥：拟组建混合所有制销售公司,negative
http://finance.sina.com.cn/chanjing/cyxw/20140306/121018425693.shtml,2014-03-06,两会白酒声音解读：大众消费回归五粮液酝酿改革,negative
http://finance.sina.com.cn/stock/t/20140306/164218428367.shtml,2014-03-06,周五展望：重点布局十大板块优质股,negative
http://finance.sina.com.cn/chanjing/cyxw/20140307/013118431214.shtml,2014-03-07,中铁二局玩跨界抄底：联手五粮液推出白酒产品,positive
http://finance.sina.com.cn/chanjing/gsnews/20140307/065318434300.shtml,2014-03-07,五粮液第二轮公车拍卖今起报名 256辆车含有悍马,negative
http://finance.sina.com.cn/stock/e/20140307/145418440082.shtml,2014-03-07,快讯：酿酒股快速拉升 酒鬼酒领涨,negative
http://finance.sina.com.cn/chanjing/gsnews/20140308/022018444052.shtml,2014-03-08,五粮液下周再拍256辆公车 拍品包括绝版悍马,negative
http://finance.sina.com.cn/stock/s/20140309/174718452327.shtml,2014-03-09,五粮液业绩快报:去年净利79.7亿同降约两成,positive
http://finance.sina.com.cn/stock/t/20140309/181218452466.shtml,2014-03-09,[公司]五粮液去年净利润79.7亿 同比降近两成,negative
http://finance.sina.com.cn/stock/s/20140309/202518452746.shtml,2014-03-09,3月9日上市公司晚间公告速递,positive
http://finance.sina.com.cn/stock/s/20140310/010018453406.shtml,2014-03-10,五粮液去年净利79.73亿 同比下降19.75%,positive
http://finance.sina.com.cn/stock/t/20140310/010018453505.shtml,2014-03-10,宜宾五粮液股份有限公司2013年度业绩快报,negative
http://finance.sina.com.cn/stock/s/20140310/020118454087.shtml,2014-03-10,五粮液年净利润下滑近两成 行业进深度调整期,positive
http://finance.sina.com.cn/stock/hyyj/20140310/022018454192.shtml,2014-03-10,白酒短期反弹行业分化继续 今年或继续盘整,positive
http://finance.sina.com.cn/stock/s/20140310/022118454207.shtml,2014-03-10,五粮液去年净利下滑19% 行业进入深度调整期,positive
http://finance.sina.com.cn/stock/s/20140310/022218454221.shtml,2014-03-10,贵州茅台独立行情背后：公私募“酒量”大比拼,positive
http://finance.sina.com.cn/chanjing/gsnews/20140310/024818454396.shtml,2014-03-10,中铁二局联姻五粮液进军白酒 国企或成酒企新靠山,positive
http://finance.sina.com.cn/stock/t/20140310/042318454912.shtml,2014-03-10,上市公司代表委员说些啥,positive
http://finance.sina.com.cn/stock/s/20140310/042318454919.shtml,2014-03-10,五粮液去年净利79.7亿 同比下滑19.75%,negative
http://finance.sina.com.cn/stock/t/20140310/042318454992.shtml,2014-03-10,宜宾五粮液股份有限公司2013年度业绩快报,positive
http://finance.sina.com.cn/stock/s/20140310/065418456092.shtml,2014-03-10,股海导航 3月10日沪深股市公告提示,negative
http://finance.sina.com.cn/stock/s/20140310/070418456229.shtml,2014-03-10,中铁二局联姻五粮液进军白酒业 大型国企或成酒企靠山,positive
http://finance.sina.com.cn/china/20140310/071918456290.shtml,2014-03-10,人社部：延迟退休将在2020年前以渐进方式推行,negative
http://finance.sina.com.cn/stock/s/20140310/080518456914.shtml,2014-03-10,五粮液去年四季度净利降59%,positive
http://finance.sina.com.cn/chanjing/gsnews/20140310/101018458684.shtml,2014-03-10,五粮液去年四季度净利下滑近6成 川酒遭遇滑铁卢,positive
http://finance.sina.com.cn/stock/companyresearch/20140310/145918461220_2.shtml,2014-03-10,明日最具爆发力六大牛股(2),negative
http://finance.sina.com.cn/stock/hyyj/20140310/180018463320.shtml,2014-03-10,周二展望：重点布局十大板块优质股,positive
http://finance.sina.com.cn/stock/hyyj/20140311/005918464971.shtml,2014-03-11,优质酒企业绩现见底信号,negative
http://finance.sina.com.cn/chanjing/gsnews/20140311/011018465429.shtml,2014-03-11,五粮液去年净利润率跌两成 经销商每瓶亏损30元,positive
http://finance.sina.com.cn/stock/s/20140311/020118465830.shtml,2014-03-11,五粮液携手中铁二局 酒企寒冬寻另类销售渠道,negative
http://finance.sina.com.cn/stock/s/20140311/021718465905.shtml,2014-03-11,五粮液净利润下降近两成 专家称公司在控量保价,positive
http://finance.sina.com.cn/stock/hyyj/20140311/071918468651.shtml,2014-03-11,可关注白酒行业交易性机会,negative
http://finance.sina.com.cn/stock/hyyj/20140311/071918468768.shtml,2014-03-11,五粮液去年净利降两成 茅台电商销售过千万,positive
http://finance.sina.com.cn/stock/hyyj/20140311/083218469626.shtml,2014-03-11,五粮液净利润8年来首度下滑 川酒业绩集体遇冷,negative
http://finance.sina.com.cn/chanjing/gsnews/20140311/092118472411.shtml,2014-03-11,五粮液净利润下降近两成 专家称必须控量保价,negative
http://finance.sina.com.cn/stock/gujiayidong/20140311/110818472208.shtml,2014-03-11,快讯：酿酒板块大幅拉升 金枫酒业涨6%,positive
http://finance.sina.com.cn/stock/e/20140311/115018472651.shtml,2014-03-11,酿酒板块走强 金枫酒业大涨,positive
http://finance.sina.com.cn/chanjing/cyxw/20140311/134718473296.shtml,2014-03-11,白酒业面临深度调整 企业欲加速征战海外,negative
http://finance.sina.com.cn/stock/e/20140311/134918473309.shtml,2014-03-11,快讯：酒类股整体走强 五粮液大涨,positive
http://finance.sina.com.cn/stock/gujiayidong/20140311/140018473401.shtml,2014-03-11,快讯：酿酒板块大涨逾3% 五粮液涨7%,positive
http://finance.sina.com.cn/stock/gujiayidong/20140311/144518473750.shtml,2014-03-11,部分白酒企业现乐观信号 五粮液涨近7%,negative
http://finance.sina.com.cn/stock/s/20140312/010018477400.shtml,2014-03-12,五粮液股价创年内收盘新高,negative
