http://finance.sina.com.cn/china/20141202/174220977889.shtml,2014-12-02,中行预计2015年GDP增速7.2% 或下调存准率1-2次,positive
http://finance.sina.com.cn/stock/s/20141202/195820978505.shtml,2014-12-02,乐山电力逾亿元银行账户存款被冻结 3日复牌,positive
http://finance.sina.com.cn/china/20141203/005920979420.shtml,2014-12-03,中行预测：明年是本轮经济下行阶段性低点,positive
http://finance.sina.com.cn/stock/t/20141203/025920981198.shtml,2014-12-03,中行400亿剩余资本补充已完成内部审批,positive
http://finance.sina.com.cn/stock/t/20141203/025920981204.shtml,2014-12-03,中行报告称明年经济低增长低通胀,positive
http://finance.sina.com.cn/stock/t/20141203/031920981611.shtml,2014-12-03,中国银行报告：预计明年降准1-2次,negative
http://finance.sina.com.cn/stock/t/20141203/074120983394.shtml,2014-12-03,中行报告称明年经济低增长低通胀 并有1-2次降准,negative
http://finance.sina.com.cn/china/20141203/092020984091.shtml,2014-12-03,标普：中国银行业房地产风险远超财报数据,positive
http://finance.sina.com.cn/china/20141203/100720984527.shtml,2014-12-03,中行澳洲总经理：人民币国际化是大势所趋,positive
http://finance.sina.com.cn/stock/hyyj/20141203/101620984603.shtml,2014-12-03,银行股凭啥这么任性：境内机构明修栈道 QFII暗度陈仓,positive
http://finance.sina.com.cn/stock/t/20141204/001720989636.shtml,2014-12-04,[公司]中国银行3.2亿股优先股8日挂牌转让,negative
http://finance.sina.com.cn/stock/t/20141204/010020990207.shtml,2014-12-04,中国银行股份有限公司非公开发行优先股挂牌转让公告,negative
http://finance.sina.com.cn/stock/s/20141204/015620991076.shtml,2014-12-04,创日成交量152亿纪录：解剖民生银行A股上涨动力,positive
http://finance.sina.com.cn/stock/t/20141204/024920991455.shtml,2014-12-04,中行优先股8日在上交所综合业务平台挂牌,negative
http://finance.sina.com.cn/stock/t/20141204/025020991713.shtml,2014-12-04,中国银行股份有限公司非公开发行优先股挂牌转让公告,negative
http://finance.sina.com.cn/stock/s/20141204/065420993391.shtml,2014-12-04,股海导航 12月4日沪深股市公告提示,positive
http://finance.sina.com.cn/stock/hyyj/20141205/020821001485.shtml,2014-12-05,国君携卖方频繁布道银行 券商:还有50%上涨空间,positive
http://finance.sina.com.cn/stock/hyyj/20141205/023821001713.shtml,2014-12-05,破净股表现抢眼钢铁造纸板块潜力渐现,negative
http://finance.sina.com.cn/stock/hyyj/20141205/024321001769.shtml,2014-12-05,11家*ST公司可能暂停上市 *ST二重或成第二家退市央企,positive
http://finance.sina.com.cn/stock/s/20141205/064421003911.shtml,2014-12-05,股海导航 12月5日沪深股市公告提示,negative
http://finance.sina.com.cn/stock/t/20141205/112521006374.shtml,2014-12-05,中国银行巴黎人民币清算行服务正式启动,negative
http://finance.sina.com.cn/stock/t/20141205/112521006376.shtml,2014-12-05,中行与法国社会保障基金签署人民币业务全面合作协议,negative
http://finance.sina.com.cn/stock/hyyj/20141205/135921007230.shtml,2014-12-05,银行理财:无风险利率加速下行 资金或脱离理财入市,positive
http://finance.sina.com.cn/stock/gujiayidong/20141205/135921007038.shtml,2014-12-05,快讯:银行板块午后再拉升 建设银行涨停,negative
http://finance.sina.com.cn/stock/t/20141205/165621008446.shtml,2014-12-05,中国银行业信息科技风险管理2014年会召开,negative
http://finance.sina.com.cn/stock/s/20141205/175021008873.shtml,2014-12-05,12月5日上市公司晚间公告速递,positive
